"","day","month","year","HR_Valor"
"996","02","06","2008",0.85
"997","03","06","2008",0.87
"998","04","06","2008",0.91
"999","05","06","2008",0.94
"1000","06","06","2008",0.96
"1001","07","06","2008",0.92
"1002","08","06","2008",0.94
"1003","09","06","2008",0.91
"1004","10","06","2008",0.85
"1005","11","06","2008",0.84
"1006","12","06","2008",0.84
"1007","13","06","2008",0.87
"1008","14","06","2008",0.93
"1009","15","06","2008",0.88
"1010","16","06","2008",0.89
"1011","17","06","2008",0.87
"1012","18","06","2008",0.96
"1013","19","06","2008",0.89
"1014","20","06","2008",0.88
"1015","21","06","2008",0.85
"1016","22","06","2008",0.86
"1017","23","06","2008",0.84
"1018","24","06","2008",0.87
"1019","25","06","2008",0.85
"1020","26","06","2008",0.82
"1021","27","06","2008",0.79
"1022","28","06","2008",0.96
"1023","29","06","2008",0.84
"1024","30","06","2008",0.88
"1025","01","07","2008",0.83
"1026","02","07","2008",0.82
"1027","03","07","2008",0.9
"1028","04","07","2008",0.73
"1029","05","07","2008",0.76
"1030","06","07","2008",0.82
"1031","07","07","2008",0.91
"1032","08","07","2008",0.94
"1033","09","07","2008",0.86
"1034","10","07","2008",0.82
"1035","11","07","2008",0.78
"1036","12","07","2008",0.73
"1037","13","07","2008",0.87
"1038","14","07","2008",0.94
"1039","15","07","2008",0.94
"1040","16","07","2008",0.84
"1041","17","07","2008",0.93
"1042","18","07","2008",0.88
"1043","19","07","2008",0.76
"1044","20","07","2008",0.71
"1045","21","07","2008",0.83
"1046","22","07","2008",0.86
"1047","23","07","2008",0.92
"1048","24","07","2008",0.95
"1049","25","07","2008",0.83
"1050","26","07","2008",0.88
"1051","27","07","2008",0.95
"1052","28","07","2008",0.89
"1053","29","07","2008",0.82
"1054","30","07","2008",0.85
"1055","31","07","2008",0.88
"1056","01","08","2008",0.91
"1057","02","08","2008",0.91
"1058","03","08","2008",0.94
"1059","04","08","2008",0.92
"1060","05","08","2008",0.91
"1061","06","08","2008",0.84
"1062","07","08","2008",0.91
"1063","08","08","2008",0.95
"1064","09","08","2008",0.88
"1065","10","08","2008",0.85
"1066","11","08","2008",0.84
"1067","12","08","2008",0.86
"1068","13","08","2008",0.83
"1069","14","08","2008",0.82
"1070","15","08","2008",0.96
"1071","16","08","2008",0.89
"1072","17","08","2008",0.84
"1073","18","08","2008",0.85
"1074","19","08","2008",0.88
"1075","20","08","2008",0.84
"1076","21","08","2008",0.86
"1077","22","08","2008",0.87
"1078","23","08","2008",0.75
"1079","24","08","2008",0.89
"1080","25","08","2008",0.8
"1081","26","08","2008",0.86
"1082","27","08","2008",0.86
"1083","28","08","2008",0.82
"1084","29","08","2008",0.86
"1085","30","08","2008",0.94
"1086","31","08","2008",0.78
"1087","01","09","2008",0.84
"1088","02","09","2008",0.79
"1089","03","09","2008",0.88
"1090","04","09","2008",0.81
"1091","05","09","2008",0.82
"1092","06","09","2008",0.82
"1093","07","09","2008",0.8
"1094","08","09","2008",0.82
"1095","09","09","2008",0.93
"1096","10","09","2008",0.9
"1097","11","09","2008",0.95
"1098","12","09","2008",0.96
"1099","13","09","2008",0.86
"1100","14","09","2008",0.8
"1101","15","09","2008",0.84
"1102","16","09","2008",0.84
"1103","17","09","2008",0.78
"1104","18","09","2008",0.84
"1105","19","09","2008",0.85
"1106","20","09","2008",0.87
"1107","21","09","2008",0.78
"1108","22","09","2008",0.77
"1109","23","09","2008",0.88
"1110","24","09","2008",0.83
"1111","25","09","2008",0.76
"1112","26","09","2008",0.76
"1113","27","09","2008",0.8
"1114","28","09","2008",0.76
"1115","29","09","2008",0.78
"1116","30","09","2008",0.79
"1117","01","10","2008",0.79
"1118","02","10","2008",0.86
"1119","03","10","2008",0.83
"1120","04","10","2008",0.86
"1121","05","10","2008",0.81
"1122","06","10","2008",0.85
"1123","07","10","2008",0.89
"1124","08","10","2008",0.83
"1125","09","10","2008",0.92
"1126","10","10","2008",0.82
"1127","11","10","2008",0.84
"1128","12","10","2008",0.8
"1129","13","10","2008",0.85
"1130","14","10","2008",0.8
"1131","15","10","2008",0.85
"1132","16","10","2008",0.84
"1133","17","10","2008",0.87
"1134","18","10","2008",0.83
"1135","19","10","2008",0.75
"1136","20","10","2008",0.78
"1137","21","10","2008",0.78
"1138","22","10","2008",0.8
"1139","23","10","2008",0.8
"1140","24","10","2008",0.77
"1141","25","10","2008",0.75
"1142","26","10","2008",0.76
"1143","27","10","2008",0.75
"1144","28","10","2008",0.83
"1145","29","10","2008",0.85
"1146","30","10","2008",0.81
"1147","31","10","2008",0.77
"1148","01","11","2008",0.75
"1149","02","11","2008",0.81
"1150","03","11","2008",0.91
"1151","04","11","2008",0.8
"1152","05","11","2008",0.77
"1153","06","11","2008",0.78
"1154","07","11","2008",0.82
"1155","08","11","2008",0.78
"1156","09","11","2008",0.81
"1157","10","11","2008",0.92
"1158","11","11","2008",0.91
"1159","12","11","2008",0.82
"1160","13","11","2008",0.82
"1161","14","11","2008",0.73
"1162","15","11","2008",0.79
"1163","16","11","2008",0.78
"1164","17","11","2008",0.78
"1165","18","11","2008",0.76
"1166","19","11","2008",0.74
"1167","20","11","2008",0.73
"1168","21","11","2008",0.82
"1169","22","11","2008",0.79
"1170","23","11","2008",0.86
"1171","24","11","2008",0.91
"1172","25","11","2008",0.92
"1173","26","11","2008",0.89
"1174","27","11","2008",0.9
"1175","28","11","2008",0.79
"1176","29","11","2008",0.84
"1177","30","11","2008",0.82
"1178","01","12","2008",0.77
"1179","02","12","2008",0.82
"1180","03","12","2008",0.76
"1181","04","12","2008",0.7
"1182","05","12","2008",0.79
"1183","06","12","2008",0.8
"1184","07","12","2008",0.72
"1185","08","12","2008",0.76
"1186","09","12","2008",0.81
"1187","10","12","2008",0.8
"1188","11","12","2008",0.78
"1189","12","12","2008",0.79
"1190","13","12","2008",0.75
"1191","14","12","2008",0.77
"1192","15","12","2008",0.91
"1193","16","12","2008",0.81
"1194","17","12","2008",0.78
"1195","18","12","2008",0.75
"1196","19","12","2008",0.8
"1197","20","12","2008",0.77
"1198","21","12","2008",0.77
"1199","22","12","2008",0.82
"1200","23","12","2008",0.82
"1201","24","12","2008",0.73
"1202","25","12","2008",0.7
"1203","26","12","2008",0.76
"1204","27","12","2008",0.68
"1205","28","12","2008",0.65
"1206","29","12","2008",0.77
"1207","30","12","2008",0.79
"1208","31","12","2008",0.76
"1209","01","01","2009",0.71
"1210","02","01","2009",0.75
"1211","03","01","2009",0.75
"1212","04","01","2009",0.63
"1213","05","01","2009",0.73
"1214","06","01","2009",0.78
"1215","07","01","2009",0.78
"1216","08","01","2009",0.8
"1217","09","01","2009",0.79
"1218","10","01","2009",0.82
"1219","11","01","2009",0.87
"1220","12","01","2009",0.83
"1221","13","01","2009",0.88
"1222","14","01","2009",0.77
"1223","15","01","2009",0.87
"1224","16","01","2009",0.91
"1225","17","01","2009",0.79
"1226","18","01","2009",0.71
"1227","19","01","2009",0.77
"1228","20","01","2009",0.85
"1229","21","01","2009",0.84
"1230","22","01","2009",0.8
"1231","23","01","2009",0.84
"1232","24","01","2009",0.84
"1233","25","01","2009",0.78
"1234","26","01","2009",0.9
"1235","27","01","2009",0.93
"1236","28","01","2009",0.88
"1237","29","01","2009",0.77
"1238","30","01","2009",0.74
"1239","31","01","2009",0.68
"1240","01","02","2009",0.75
"1241","02","02","2009",0.85
"1242","03","02","2009",0.77
"1243","04","02","2009",0.82
"1244","05","02","2009",0.82
"1245","06","02","2009",0.84
"1246","07","02","2009",0.89
"1247","08","02","2009",0.85
"1248","09","02","2009",0.8
"1249","10","02","2009",0.79
"1250","11","02","2009",0.88
"1251","12","02","2009",0.81
"1252","13","02","2009",0.93
"1253","14","02","2009",0.64
"1254","15","02","2009",0.69
"1255","16","02","2009",0.78
"1256","17","02","2009",0.84
"1257","18","02","2009",0.8
"1258","19","02","2009",0.79
"1259","20","02","2009",0.78
"1260","21","02","2009",0.78
"1261","22","02","2009",0.81
"1262","23","02","2009",0.87
"1263","24","02","2009",0.78
"1264","25","02","2009",0.73
"1265","26","02","2009",0.8
"1266","27","02","2009",0.85
"1267","28","02","2009",0.8
"1268","01","03","2009",0.79
"1269","02","03","2009",0.81
"1270","03","03","2009",0.75
"1271","04","03","2009",0.8
"1272","05","03","2009",0.83
"1273","06","03","2009",0.78
"1274","07","03","2009",0.72
"1275","08","03","2009",0.83
"1276","09","03","2009",0.8
"1277","10","03","2009",0.76
"1278","11","03","2009",0.8
"1279","12","03","2009",0.85
"1280","13","03","2009",0.84
"1281","14","03","2009",0.82
"1282","15","03","2009",0.71
"1283","16","03","2009",0.81
"1284","17","03","2009",0.88
"1285","18","03","2009",0.82
"1286","19","03","2009",0.74
"1287","20","03","2009",0.83
"1288","21","03","2009",0.92
"1289","22","03","2009",0.8
"1290","23","03","2009",0.83
"1291","24","03","2009",0.69
"1292","25","03","2009",0.81
"1293","26","03","2009",0.83
"1294","27","03","2009",0.77
"1295","28","03","2009",0.84
"1296","29","03","2009",0.79
"1297","30","03","2009",0.85
"1298","31","03","2009",0.8
"1299","01","04","2009",0.81
"1300","02","04","2009",0.79
"1301","03","04","2009",0.85
"1302","04","04","2009",0.81
"1303","05","04","2009",0.83
"1304","06","04","2009",0.83
"1305","07","04","2009",0.76
"1306","08","04","2009",0.79
"1307","09","04","2009",0.88
"1308","10","04","2009",0.75
"1309","11","04","2009",0.76
"1310","12","04","2009",0.8
"1311","13","04","2009",0.84
"1312","14","04","2009",0.92
"1313","15","04","2009",0.93
"1314","16","04","2009",0.94
"1315","17","04","2009",0.88
"1316","18","04","2009",0.85
"1317","19","04","2009",0.75
"1318","20","04","2009",0.86
"1319","21","04","2009",0.85
"1320","22","04","2009",0.82
"1321","23","04","2009",0.82
"1322","24","04","2009",0.94
"1323","25","04","2009",0.93
"1324","26","04","2009",0.91
"1325","27","04","2009",0.89
"1326","28","04","2009",0.84
"1327","29","04","2009",0.85
"1328","30","04","2009",0.82
"1329","01","05","2009",0.9
"1330","02","05","2009",0.84
"1331","03","05","2009",0.78
"1332","04","05","2009",0.77
"1333","05","05","2009",0.79
"1334","06","05","2009",0.84
"1335","07","05","2009",0.83
"1336","08","05","2009",0.84
"1337","09","05","2009",0.85
"1338","10","05","2009",0.83
"1339","11","05","2009",0.86
"1340","12","05","2009",0.91
"1341","13","05","2009",0.9
"1342","14","05","2009",0.95
"1343","15","05","2009",0.94
"1344","16","05","2009",0.91
"1345","17","05","2009",0.83
"1346","18","05","2009",0.9
"1347","19","05","2009",0.87
"1348","20","05","2009",0.85
"1349","21","05","2009",0.96
"1350","22","05","2009",0.89
"1351","23","05","2009",0.81
"1352","24","05","2009",0.83
"1353","25","05","2009",0.8
"1354","26","05","2009",0.86
"1355","27","05","2009",0.9
"1356","28","05","2009",0.77
"1357","29","05","2009",0.74
"1358","30","05","2009",0.8
"1359","31","05","2009",0.7
"1360","01","06","2009",0.93
"1361","02","06","2009",0.92
"1362","03","06","2009",0.96
"1363","04","06","2009",0.95
"1364","05","06","2009",0.85
"1365","06","06","2009",0.79
"1366","07","06","2009",0.76
"1367","08","06","2009",0.85
"1368","09","06","2009",0.96
"1369","10","06","2009",0.82
"1370","11","06","2009",0.83
"1371","12","06","2009",0.81
"1372","13","06","2009",0.83
"1373","14","06","2009",0.79
"1374","15","06","2009",0.87
"1375","16","06","2009",0.92
"1376","17","06","2009",0.9
"1377","18","06","2009",0.89
"1378","19","06","2009",0.89
"1379","20","06","2009",0.88
"1380","21","06","2009",0.96
"1381","22","06","2009",0.85
"1382","23","06","2009",0.84
"1383","24","06","2009",0.83
"1384","25","06","2009",0.86
"1385","26","06","2009",0.94
"1386","27","06","2009",0.92
"1387","28","06","2009",0.78
"1388","29","06","2009",0.79
"1389","30","06","2009",0.83
"1390","01","07","2009",0.89
"1391","02","07","2009",0.92
"1392","03","07","2009",0.92
"1393","04","07","2009",0.86
"1394","05","07","2009",0.89
"1395","06","07","2009",0.95
"1396","07","07","2009",0.94
"1397","08","07","2009",0.89
"1398","09","07","2009",0.87
"1399","10","07","2009",0.9
"1400","11","07","2009",0.9
"1401","12","07","2009",0.82
"1402","13","07","2009",0.82
"1403","14","07","2009",0.9
"1404","15","07","2009",0.85
"1405","16","07","2009",0.96
"1406","17","07","2009",0.88
"1407","18","07","2009",0.8
"1408","19","07","2009",0.91
"1409","20","07","2009",0.87
"1410","21","07","2009",0.89
"1411","22","07","2009",0.88
"1412","23","07","2009",0.88
"1413","24","07","2009",0.89
"1414","25","07","2009",0.82
"1415","26","07","2009",0.88
"1416","27","07","2009",0.86
"1417","28","07","2009",0.85
"1418","29","07","2009",0.96
"1419","30","07","2009",0.86
"1420","31","07","2009",0.88
"1421","01","08","2009",0.96
"1422","02","08","2009",0.95
"1423","03","08","2009",0.91
"1424","04","08","2009",0.87
"1425","05","08","2009",0.86
"1426","06","08","2009",0.95
"1427","07","08","2009",0.82
"1428","08","08","2009",0.82
"1429","09","08","2009",0.83
"1430","10","08","2009",0.96
"1431","11","08","2009",0.93
"1432","12","08","2009",0.78
"1433","13","08","2009",0.83
"1434","14","08","2009",0.87
"1435","15","08","2009",0.83
"1436","16","08","2009",0.81
"1437","17","08","2009",0.94
"1438","18","08","2009",0.82
"1439","19","08","2009",0.82
"1440","20","08","2009",0.88
"1441","21","08","2009",0.92
"1442","22","08","2009",0.81
"1443","23","08","2009",0.85
"1444","24","08","2009",0.91
"1445","25","08","2009",0.94
"1446","26","08","2009",0.88
"1447","27","08","2009",0.83
"1448","28","08","2009",0.84
"1449","29","08","2009",0.89
"1450","30","08","2009",0.83
"1451","31","08","2009",0.79
"1452","01","09","2009",0.81
"1453","02","09","2009",0.8
"1454","03","09","2009",0.85
"1455","04","09","2009",0.95
"1456","05","09","2009",0.89
"1457","06","09","2009",0.77
"1458","07","09","2009",0.92
"1459","08","09","2009",0.8
"1460","09","09","2009",0.79
"1461","10","09","2009",0.84
"1462","11","09","2009",0.86
"1463","12","09","2009",0.89
"1464","13","09","2009",0.79
"1465","14","09","2009",0.9
"1466","15","09","2009",0.76
"1467","16","09","2009",0.77
"1468","17","09","2009",0.85
"1469","18","09","2009",0.87
"1470","19","09","2009",0.91
"1471","20","09","2009",0.78
"1472","21","09","2009",0.82
"1473","22","09","2009",0.8
"1474","23","09","2009",0.89
"1475","24","09","2009",0.85
"1476","25","09","2009",0.77
"1477","26","09","2009",0.78
"1478","27","09","2009",0.69
"1479","28","09","2009",0.73
"1480","29","09","2009",0.69
"1481","30","09","2009",0.81
"1482","01","10","2009",0.86
"1483","02","10","2009",0.81
"1484","03","10","2009",0.79
"1485","04","10","2009",0.88
"1486","05","10","2009",0.82
"1487","06","10","2009",0.84
"1488","07","10","2009",0.86
"1489","08","10","2009",0.88
"1490","09","10","2009",0.9
"1491","10","10","2009",0.84
"1492","11","10","2009",0.89
"1493","12","10","2009",0.95
"1494","13","10","2009",0.89
"1495","14","10","2009",0.83
"1496","15","10","2009",0.77
"1497","16","10","2009",0.76
"1498","17","10","2009",0.85
"1499","18","10","2009",0.72
"1500","19","10","2009",0.87
"1501","20","10","2009",0.8
"1502","21","10","2009",0.84
"1503","22","10","2009",0.85
"1504","23","10","2009",0.81
"1505","24","10","2009",0.87
"1506","25","10","2009",0.85
"1507","26","10","2009",0.92
"1508","27","10","2009",0.85
"1509","28","10","2009",0.86
"1510","29","10","2009",0.81
"1511","30","10","2009",0.78
"1512","31","10","2009",0.78
"1513","01","11","2009",0.76
"1514","02","11","2009",0.76
"1515","03","11","2009",0.81
"1516","04","11","2009",0.83
"1517","05","11","2009",0.79
"1518","06","11","2009",0.78
"1519","07","11","2009",0.72
"1520","08","11","2009",0.78
"1521","09","11","2009",0.84
"1522","10","11","2009",0.86
"1523","11","11","2009",0.84
"1524","12","11","2009",0.93
"1525","13","11","2009",0.84
"1526","14","11","2009",0.86
"1527","15","11","2009",0.87
"1528","16","11","2009",0.86
"1529","17","11","2009",0.77
"1530","18","11","2009",0.79
"1531","19","11","2009",0.85
"1532","20","11","2009",0.82
"1533","21","11","2009",0.83
"1534","22","11","2009",0.82
"1535","23","11","2009",0.81
"1536","24","11","2009",0.89
"1537","25","11","2009",0.8
"1538","26","11","2009",0.87
"1539","27","11","2009",0.83
"1540","28","11","2009",0.83
"1541","29","11","2009",0.88
"1542","30","11","2009",0.79
"1543","01","12","2009",0.87
"1544","02","12","2009",0.81
"1545","03","12","2009",0.84
"1546","04","12","2009",0.87
"1547","05","12","2009",0.81
"1548","06","12","2009",0.89
"1549","07","12","2009",0.86
"1550","08","12","2009",0.8
"1551","09","12","2009",0.78
"1552","10","12","2009",0.75
"1553","11","12","2009",0.8
"1554","12","12","2009",0.81
"1555","13","12","2009",0.85
"1556","14","12","2009",0.81
"1557","15","12","2009",0.82
"1558","16","12","2009",0.78
"1559","17","12","2009",0.79
"1560","18","12","2009",0.82
"1561","19","12","2009",0.78
"1562","20","12","2009",0.87
"1563","21","12","2009",0.79
"1564","22","12","2009",0.76
"1565","23","12","2009",0.91
"1566","24","12","2009",0.84
"1567","25","12","2009",0.78
"1568","26","12","2009",0.75
"1569","27","12","2009",0.8
"1570","28","12","2009",0.77
"1571","29","12","2009",0.8
"1572","30","12","2009",0.74
"1573","31","12","2009",0.78
"1574","01","01","2010",0.82
"1575","02","01","2010",0.91
"1576","03","01","2010",0.83
"1577","04","01","2010",0.87
"1578","05","01","2010",0.81
"1579","06","01","2010",0.86
"1580","07","01","2010",0.79
"1581","08","01","2010",0.87
"1582","09","01","2010",0.83
"1583","10","01","2010",0.82
"1584","11","01","2010",0.87
"1585","12","01","2010",0.92
"1586","13","01","2010",0.87
"1587","14","01","2010",0.83
"1588","15","01","2010",0.83
"1589","16","01","2010",0.83
"1590","17","01","2010",0.89
"1591","18","01","2010",0.82
"1592","19","01","2010",0.88
"1593","20","01","2010",0.9
"1594","21","01","2010",0.76
"1595","22","01","2010",0.77
"1596","23","01","2010",0.73
"1597","24","01","2010",0.81
"1598","25","01","2010",0.74
"1599","26","01","2010",0.73
"1600","27","01","2010",0.82
"1601","28","01","2010",0.89
"1602","29","01","2010",0.77
"1603","30","01","2010",0.8
"1604","31","01","2010",0.81
"1605","01","02","2010",0.93
"1606","02","02","2010",0.92
"1607","03","02","2010",0.92
"1608","04","02","2010",0.79
"1609","05","02","2010",0.81
"1610","06","02","2010",0.76
"1611","07","02","2010",0.72
"1612","08","02","2010",0.87
"1613","09","02","2010",0.9
"1614","10","02","2010",0.81
"1615","11","02","2010",0.73
"1616","12","02","2010",0.93
"1617","13","02","2010",0.83
"1618","14","02","2010",0.89
"1619","15","02","2010",0.87
"1620","16","02","2010",0.8
"1621","17","02","2010",0.81
"1622","18","02","2010",0.76
"1623","19","02","2010",0.89
"1624","20","02","2010",0.85
"1625","21","02","2010",0.85
"1626","22","02","2010",0.76
"1627","23","02","2010",0.91
"1628","24","02","2010",0.76
"1629","25","02","2010",0.69
"1630","26","02","2010",0.78
"1631","27","02","2010",0.76
"1632","28","02","2010",0.84
"1633","01","03","2010",0.8
"1634","02","03","2010",0.8
"1635","03","03","2010",0.84
"1636","04","03","2010",0.94
"1637","05","03","2010",0.89
"1638","06","03","2010",0.85
"1639","07","03","2010",0.87
"1640","08","03","2010",0.85
"1641","09","03","2010",0.89
"1642","10","03","2010",0.84
"1643","11","03","2010",0.76
"1644","12","03","2010",0.8
"1645","13","03","2010",0.73
"1646","14","03","2010",0.76
"1647","15","03","2010",0.84
"1648","16","03","2010",0.82
"1649","17","03","2010",0.74
"1650","18","03","2010",0.81
"1651","19","03","2010",0.82
"1652","20","03","2010",0.84
"1653","21","03","2010",0.84
"1654","22","03","2010",0.82
"1655","23","03","2010",0.8
"1656","24","03","2010",0.9
"1657","25","03","2010",0.86
"1658","26","03","2010",0.85
"1659","27","03","2010",0.83
"1660","28","03","2010",0.81
"1661","29","03","2010",0.82
"1662","30","03","2010",0.82
"1663","31","03","2010",0.8
"1664","01","04","2010",0.81
"1665","02","04","2010",0.93
"1666","03","04","2010",0.91
"1667","04","04","2010",0.85
"1668","05","04","2010",0.92
"1669","06","04","2010",0.82
"1670","07","04","2010",0.85
"1671","08","04","2010",0.83
"1672","09","04","2010",0.93
"1673","10","04","2010",0.84
"1674","11","04","2010",0.83
"1675","12","04","2010",0.82
"1676","13","04","2010",0.74
"1677","14","04","2010",0.81
"1678","15","04","2010",0.89
"1679","16","04","2010",0.8
"1680","17","04","2010",0.74
"1681","18","04","2010",0.87
"1682","19","04","2010",0.95
"1683","20","04","2010",0.88
"1684","21","04","2010",0.86
"1685","22","04","2010",0.82
"1686","23","04","2010",0.96
"1687","24","04","2010",0.85
"1688","25","04","2010",0.85
"1689","26","04","2010",0.84
"1690","27","04","2010",0.84
"1691","28","04","2010",0.92
"1692","29","04","2010",0.91
"1693","30","04","2010",0.81
"1694","01","05","2010",0.85
"1695","02","05","2010",0.86
"1696","03","05","2010",0.9
"1697","04","05","2010",0.96
"1698","05","05","2010",0.78
"1699","06","05","2010",0.85
"1700","07","05","2010",0.86
"1701","08","05","2010",0.87
"1702","09","05","2010",0.86
"1703","10","05","2010",0.82
"1704","11","05","2010",0.8
"1705","12","05","2010",0.77
"1706","13","05","2010",0.79
"1707","14","05","2010",0.79
"1708","15","05","2010",0.76
"1709","16","05","2010",0.86
"1710","17","05","2010",0.83
"1711","18","05","2010",0.91
"1712","19","05","2010",0.86
"1713","20","05","2010",0.82
"1714","21","05","2010",0.8
"1715","22","05","2010",0.73
"1716","23","05","2010",0.82
"1717","24","05","2010",0.87
"1718","25","05","2010",0.88
"1719","26","05","2010",0.8
"1720","27","05","2010",0.84
"1721","28","05","2010",0.87
"1722","29","05","2010",0.88
"1723","30","05","2010",0.92
"1724","31","05","2010",0.96
"1725","01","06","2010",0.86
"1726","02","06","2010",0.82
"1727","03","06","2010",0.84
"1728","04","06","2010",0.88
"1729","05","06","2010",0.87
"1730","06","06","2010",0.83
"1731","07","06","2010",0.83
"1732","08","06","2010",0.87
"1733","09","06","2010",0.79
"1734","10","06","2010",0.81
"1735","11","06","2010",0.78
"1736","12","06","2010",0.83
"1737","13","06","2010",0.8
"1738","14","06","2010",0.86
"1739","15","06","2010",0.87
"1740","16","06","2010",0.81
"1741","17","06","2010",0.88
"1742","18","06","2010",0.86
"1743","19","06","2010",0.86
"1744","20","06","2010",0.91
"1745","21","06","2010",0.89
"1746","22","06","2010",0.89
"1747","23","06","2010",0.9
"1748","24","06","2010",0.89
"1749","25","06","2010",0.96
"1750","26","06","2010",0.84
"1751","27","06","2010",0.82
"1752","28","06","2010",0.87
"1753","29","06","2010",0.78
"1754","30","06","2010",0.89
"1755","01","07","2010",0.87
"1756","02","07","2010",0.84
"1757","03","07","2010",0.85
"1758","04","07","2010",0.71
"1759","05","07","2010",0.84
"1760","06","07","2010",0.85
"1761","07","07","2010",0.86
"1762","08","07","2010",0.95
"1763","09","07","2010",0.95
"1764","10","07","2010",0.79
"1765","11","07","2010",0.86
"1766","12","07","2010",0.89
"1767","13","07","2010",0.79
"1768","14","07","2010",0.83
"1769","15","07","2010",0.71
"1770","16","07","2010",0.59
"1771","17","07","2010",0.66
"1772","18","07","2010",0.68
"1773","19","07","2010",0.8
"1774","20","07","2010",0.86
"1775","21","07","2010",0.72
"1776","22","07","2010",0.78
"1777","23","07","2010",0.9
"1778","24","07","2010",0.84
"1779","25","07","2010",0.82
"1780","26","07","2010",0.91
"1781","27","07","2010",0.84
"1782","28","07","2010",0.92
"1783","29","07","2010",0.83
"1784","30","07","2010",0.81
"1785","31","07","2010",0.84
"1786","01","08","2010",0.82
"1787","02","08","2010",0.95
"1788","03","08","2010",0.91
"1789","04","08","2010",0.87
"1790","05","08","2010",0.96
"1791","06","08","2010",0.86
"1792","07","08","2010",0.86
"1793","08","08","2010",0.89
"1794","09","08","2010",0.95
"1795","10","08","2010",0.83
"1796","11","08","2010",0.94
"1797","12","08","2010",0.88
"1798","13","08","2010",0.91
"1799","14","08","2010",0.94
"1800","15","08","2010",0.87
"1801","16","08","2010",0.81
"1802","17","08","2010",0.9
"1803","18","08","2010",0.95
"1804","19","08","2010",0.95
"1805","20","08","2010",0.9
"1806","21","08","2010",0.88
"1807","22","08","2010",0.86
"1808","23","08","2010",0.81
"1809","24","08","2010",0.89
"1810","25","08","2010",0.86
"1811","26","08","2010",0.83
"1812","27","08","2010",0.91
"1813","28","08","2010",0.88
"1814","29","08","2010",0.86
"1815","30","08","2010",0.87
"1816","31","08","2010",0.87
"1817","01","09","2010",0.82
"1818","02","09","2010",0.77
"1819","03","09","2010",0.82
"1820","04","09","2010",0.85
"1821","05","09","2010",0.91
"1822","06","09","2010",0.89
"1823","07","09","2010",0.87
"1824","08","09","2010",0.89
"1825","09","09","2010",0.91
"1826","10","09","2010",0.83
"1827","11","09","2010",0.9
"1828","12","09","2010",0.9
"1829","13","09","2010",0.81
"1830","14","09","2010",0.82
"1831","15","09","2010",0.96
"1832","16","09","2010",0.91
"1833","17","09","2010",0.87
"1834","18","09","2010",0.81
"1835","19","09","2010",0.95
"1836","20","09","2010",0.89
"1837","21","09","2010",0.92
"1838","22","09","2010",0.88
"1839","23","09","2010",0.81
"1840","24","09","2010",0.87
"1841","25","09","2010",0.78
"1842","26","09","2010",0.59
"1843","27","09","2010",0.77
"1844","28","09","2010",0.85
"1845","29","09","2010",0.77
"1846","30","09","2010",0.84
"1847","01","10","2010",0.83
"1848","02","10","2010",0.89
"1849","03","10","2010",0.58
"1850","04","10","2010",0.81
"1851","05","10","2010",0.89
"1852","06","10","2010",0.8
"1853","07","10","2010",0.95
"1854","08","10","2010",0.83
"1855","09","10","2010",0.85
"1856","10","10","2010",0.91
"1857","11","10","2010",0.85
"1858","12","10","2010",0.75
"1859","13","10","2010",0.76
"1860","14","10","2010",0.87
"1861","15","10","2010",0.78
"1862","16","10","2010",0.88
"1863","17","10","2010",0.91
"1864","18","10","2010",0.87
"1865","19","10","2010",0.92
"1866","20","10","2010",0.79
"1867","21","10","2010",0.82
"1868","22","10","2010",0.8
"1869","23","10","2010",0.81
"1870","24","10","2010",0.78
"1871","25","10","2010",0.82
"1872","26","10","2010",0.86
"1873","27","10","2010",0.83
"1874","28","10","2010",0.82
"1875","29","10","2010",0.8
"1876","30","10","2010",0.82
"1877","31","10","2010",0.83
"1878","01","11","2010",0.83
"1879","02","11","2010",0.81
"1880","03","11","2010",0.78
"1881","04","11","2010",0.79
"1882","05","11","2010",0.84
"1883","06","11","2010",0.85
"1884","07","11","2010",0.73
"1885","08","11","2010",0.79
"1886","09","11","2010",0.75
"1887","10","11","2010",0.83
"1888","11","11","2010",0.88
"1889","12","11","2010",0.91
"1890","13","11","2010",0.79
"1891","14","11","2010",0.82
"1892","15","11","2010",0.89
"1893","16","11","2010",0.79
"1894","17","11","2010",0.77
"1895","18","11","2010",0.7
"1896","19","11","2010",0.7
"1897","20","11","2010",0.68
"1898","21","11","2010",0.78
"1899","22","11","2010",0.8
"1900","23","11","2010",0.76
"1901","24","11","2010",0.81
"1902","25","11","2010",0.79
"1903","26","11","2010",0.89
"1904","27","11","2010",0.8
"1905","28","11","2010",0.85
"1906","29","11","2010",0.82
"1907","30","11","2010",0.84
"1908","01","12","2010",0.83
"1909","02","12","2010",0.81
"1910","03","12","2010",0.75
"1911","04","12","2010",0.82
"1912","05","12","2010",0.71
"1913","06","12","2010",0.73
"1914","07","12","2010",0.8
"1915","08","12","2010",0.82
"1916","09","12","2010",0.9
"1917","10","12","2010",0.81
"1918","11","12","2010",0.77
"1919","12","12","2010",0.81
"1920","13","12","2010",0.71
"1921","14","12","2010",0.75
"1922","15","12","2010",0.69
"1923","16","12","2010",0.78
"1924","17","12","2010",0.76
"1925","18","12","2010",0.83
"1926","19","12","2010",0.8
"1927","20","12","2010",0.83
